REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
RE1,AGRGSL005,DEMAGR,1,2032,1.0
RE1,AGRGSL005,DEMAGR,1,2033,1.0
RE1,AGRGSL005,DEMAGR,1,2034,1.0
RE1,AGRGSL005,DEMAGR,1,2035,1.0
RE1,AGRGSL005,DEMAGR,1,2036,1.0
RE1,AGRGSL005,DEMAGR,1,2037,1.0
RE1,AGRGSL005,DEMAGR,1,2038,1.0
RE1,AGRGSL005,DEMAGR,1,2039,1.0
RE1,AGRGSL005,DEMAGR,1,2040,1.0
RE1,AGRGSL005,DEMAGR,1,2041,1.0
RE1,AGRGSL005,DEMAGR,1,2042,1.0
RE1,AGRGSL005,DEMAGR,1,2043,1.0
RE1,AGRGSL005,DEMAGR,1,2044,1.0
RE1,AGRGSL005,DEMAGR,1,2045,1.0
RE1,AGRGSL005,DEMAGR,1,2046,1.0
RE1,AGRGSL005,DEMAGR,1,2047,1.0
RE1,AGRGSL005,DEMAGR,1,2048,1.0
RE1,AGRGSL005,DEMAGR,1,2049,1.0
RE1,AGRGSL005,DEMAGR,1,2050,1.0
RE1,AGRGSL005,DEMAGR,2,2019,0.0
RE1,AGRGSL005,DEMAGR,2,2020,0.0
RE1,AGRGSL005,DEMAGR,2,2021,0.0
RE1,AGRGSL005,DEMAGR,2,2022,0.0
RE1,AGRGSL005,DEMAGR,2,2023,0.0
RE1,AGRGSL005,DEMAGR,2,2024,0.0
RE1,AGRGSL005,DEMAGR,2,2025,0.0
RE1,AGRGSL005,DEMAGR,2,2026,0.0
RE1,AGRGSL005,DEMAGR,2,2027,0.0
RE1,AGRGSL005,DEMAGR,2,2028,0.0
RE1,AGRGSL005,DEMAGR,2,2029,0.0
RE1,AGRGSL005,DEMAGR,2,2030,0.0
RE1,AGRGSL005,DEMAGR,2,2031,0.0
RE1,AGRGSL005,DEMAGR,2,2032,0.0
RE1,AGRGSL005,DEMAGR,2,2033,0.0
RE1,AGRGSL005,DEMAGR,2,2034,0.0
RE1,AGRGSL005,DEMAGR,2,2035,0.0
RE1,AGRGSL005,DEMAGR,2,2036,0.0
RE1,AGRGSL005,DEMAGR,2,2037,0.0
RE1,AGRGSL005,DEMAGR,2,2038,0.0
RE1,AGRGSL005,DEMAGR,2,2039,0.0
RE1,AGRGSL005,DEMAGR,2,2040,0.0
RE1,AGRGSL005,DEMAGR,2,2041,0.0
RE1,AGRGSL005,DEMAGR,2,2042,0.0
RE1,AGRGSL005,DEMAGR,2,2043,0.0
RE1,AGRGSL005,DEMAGR,2,2044,0.0
RE1,AGRGSL005,DEMAGR,2,2045,0.0
RE1,AGRGSL005,DEMAGR,2,2046,0.0
RE1,AGRGSL005,DEMAGR,2,2047,0.0
RE1,AGRGSL005,DEMAGR,2,2048,0.0
RE1,AGRGSL005,DEMAGR,2,2049,0.0
RE1,AGRGSL005,DEMAGR,2,2050,0.0
RE1,AGRHFO001,DEMAGR,1,2019,1.0
RE1,AGRHFO001,DEMAGR,1,2020,1.0
RE1,AGRHFO001,DEMAGR,1,2021,1.0
RE1,AGRHFO001,DEMAGR,1,2022,1.0
RE1,AGRHFO001,DEMAGR,1,2023,1.0
RE1,AGRHFO001,DEMAGR,1,2024,1.0
RE1,AGRHFO001,DEMAGR,1,2025,1.0
RE1,AGRHFO001,DEMAGR,1,2026,1.0
RE1,AGRHFO001,DEMAGR,1,2027,1.0
RE1,AGRHFO001,DEMAGR,1,2028,1.0
RE1,AGRHFO001,DEMAGR,1,2029,1.0
RE1,AGRHFO001,DEMAGR,1,2030,1.0
RE1,AGRHFO001,DEMAGR,1,2031,1.0
RE1,AGRHFO001,DEMAGR,1,2032,1.0
RE1,AGRHFO001,DEMAGR,1,2033,1.0
RE1,AGRHFO001,DEMAGR,1,2034,1.0
RE1,AGRHFO001,DEMAGR,1,2035,1.0
RE1,AGRHFO001,DEMAGR,1,2036,1.0
RE1,AGRHFO001,DEMAGR,1,2037,1.0
RE1,AGRHFO001,DEMAGR,1,2038,1.0
RE1,AGRHFO001,DEMAGR,1,2039,1.0
RE1,AGRHFO001,DEMAGR,1,2040,1.0
RE1,AGRHFO001,DEMAGR,1,2041,1.0
RE1,AGRHFO001,DEMAGR,1,2042,1.0
RE1,AGRHFO001,DEMAGR,1,2043,1.0
RE1,AGRHFO001,DEMAGR,1,2044,1.0
RE1,AGRHFO001,DEMAGR,1,2045,1.0
RE1,AGRHFO001,DEMAGR,1,2046,1.0
RE1,AGRHFO001,DEMAGR,1,2047,1.0
RE1,AGRHFO001,DEMAGR,1,2048,1.0
RE1,AGRHFO001,DEMAGR,1,2049,1.0
RE1,AGRHFO001,DEMAGR,1,2050,1.0
RE1,AGRHFO001,DEMAGR,2,2019,0.0
RE1,AGRHFO001,DEMAGR,2,2020,0.0
RE1,AGRHFO001,DEMAGR,2,2021,0.0
RE1,AGRHFO001,DEMAGR,2,2022,0.0
RE1,AGRHFO001,DEMAGR,2,2023,0.0
RE1,AGRHFO001,DEMAGR,2,2024,0.0
RE1,AGRHFO001,DEMAGR,2,2025,0.0
RE1,AGRHFO001,DEMAGR,2,2026,0.0
RE1,AGRHFO001,DEMAGR,2,2027,0.0
RE1,AGRHFO001,DEMAGR,2,2028,0.0
RE1,AGRHFO001,DEMAGR,2,2029,0.0
RE1,AGRHFO001,DEMAGR,2,2030,0.0
RE1,AGRHFO001,DEMAGR,2,2031,0.0
RE1,AGRHFO001,DEMAGR,2,2032,0.0
RE1,AGRHFO001,DEMAGR,2,2033,0.0
RE1,AGRHFO001,DEMAGR,2,2034,0.0
RE1,AGRHFO001,DEMAGR,2,2035,0.0
RE1,AGRHFO001,DEMAGR,2,2036,0.0
RE1,AGRHFO001,DEMAGR,2,2037,0.0
RE1,AGRHFO001,DEMAGR,2,2038,0.0
RE1,AGRHFO001,DEMAGR,2,2039,0.0
RE1,AGRHFO001,DEMAGR,2,2040,0.0
RE1,AGRHFO001,DEMAGR,2,2041,0.0
RE1,AGRHFO001,DEMAGR,2,2042,0.0
RE1,AGRHFO001,DEMAGR,2,2043,0.0
RE1,AGRHFO001,DEMAGR,2,2044,0.0
RE1,AGRHFO001,DEMAGR,2,2045,0.0
RE1,AGRHFO001,DEMAGR,2,2046,0.0
RE1,AGRHFO001,DEMAGR,2,2047,0.0
RE1,AGRHFO001,DEMAGR,2,2048,0.0
RE1,AGRHFO001,DEMAGR,2,2049,0.0
RE1,AGRHFO001,DEMAGR,2,2050,0.0
RE1,BACKSTOP,ELC001,1,2019,1.0
RE1,BACKSTOP,ELC001,1,2020,1.0
RE1,BACKSTOP,ELC001,1,2021,1.0
RE1,BACKSTOP,ELC001,1,2022,1.0
RE1,BACKSTOP,ELC001,1,2023,1.0
RE1,BACKSTOP,ELC001,1,2024,1.0
RE1,BACKSTOP,ELC001,1,2025,1.0
RE1,BACKSTOP,ELC001,1,2026,1.0
RE1,BACKSTOP,ELC001,1,2027,1.0
RE1,BACKSTOP,ELC001,1,2028,1.0
RE1,BACKSTOP,ELC001,1,2029,1.0
RE1,BACKSTOP,ELC001,1,2030,1.0
RE1,BACKSTOP,ELC001,1,2031,1.0
RE1,BACKSTOP,ELC001,1,2032,1.0
RE1,BACKSTOP,ELC001,1,2033,1.0
RE1,BACKSTOP,ELC001,1,2034,1.0
RE1,BACKSTOP,ELC001,1,2035,1.0
RE1,BACKSTOP,ELC001,1,2036,1.0
RE1,BACKSTOP,ELC001,1,2037,1.0
RE1,BACKSTOP,ELC001,1,2038,1.0
RE1,BACKSTOP,ELC001,1,2039,1.0
RE1,BACKSTOP,ELC001,1,2040,1.0
RE1,BACKSTOP,ELC001,1,2041,1.0
RE1,BACKSTOP,ELC001,1,2042,1.0
RE1,BACKSTOP,ELC001,1,2043,1.0
RE1,BACKSTOP,ELC001,1,2044,1.0
RE1,BACKSTOP,ELC001,1,2045,1.0
RE1,BACKSTOP,ELC001,1,2046,1.0
RE1,BACKSTOP,ELC001,1,2047,1.0
RE1,BACKSTOP,ELC001,1,2048,1.0
RE1,BACKSTOP,ELC001,1,2049,1.0
RE1,BACKSTOP,ELC001,1,2050,1.0
RE1,BACKSTOP,ELC001,2,2019,0.0
RE1,BACKSTOP,ELC001,2,2020,0.0
RE1,BACKSTOP,ELC001,2,2021,0.0
RE1,BACKSTOP,ELC001,2,2022,0.0
RE1,BACKSTOP,ELC001,2,2023,0.0
RE1,BACKSTOP,ELC001,2,2024,0.0
RE1,BACKSTOP,ELC001,2,2025,0.0
RE1,BACKSTOP,ELC001,2,2026,0.0
RE1,BACKSTOP,ELC001,2,2027,0.0
RE1,BACKSTOP,ELC001,2,2028,0.0
RE1,BACKSTOP,ELC001,2,2029,0.0
RE1,BACKSTOP,ELC001,2,2030,0.0
RE1,BACKSTOP,ELC001,2,2031,0.0
RE1,BACKSTOP,ELC001,2,2032,0.0
RE1,BACKSTOP,ELC001,2,2033,0.0
RE1,BACKSTOP,ELC001,2,2034,0.0
RE1,BACKSTOP,ELC001,2,2035,0.0
RE1,BACKSTOP,ELC001,2,2036,0.0
RE1,BACKSTOP,ELC001,2,2037,0.0
RE1,BACKSTOP,ELC001,2,2038,0.0
RE1,BACKSTOP,ELC001,2,2039,0.0
RE1,BACKSTOP,ELC001,2,2040,0.0
RE1,BACKSTOP,ELC001,2,2041,0.0
RE1,BACKSTOP,ELC001,2,2042,0.0
RE1,BACKSTOP,ELC001,2,2043,0.0
RE1,BACKSTOP,ELC001,2,2044,0.0
RE1,BACKSTOP,ELC001,2,2045,0.0
RE1,BACKSTOP,ELC001,2,2046,0.0
RE1,BACKSTOP,ELC001,2,2047,0.0
RE1,BACKSTOP,ELC001,2,2048,0.0
RE1,BACKSTOP,ELC001,2,2049,0.0
RE1,BACKSTOP,ELC001,2,2050,0.0
RE1,CCOELC001,DEMCCO,1,2019,1.0
RE1,CCOELC001,DEMCCO,1,2020,1.0
RE1,CCOELC001,DEMCCO,1,2021,1.0
RE1,CCOELC001,DEMCCO,1,2022,1.0
RE1,CCOELC001,DEMCCO,1,2023,1.0
RE1,CCOELC001,DEMCCO,1,2024,1.0
RE1,CCOELC001,DEMCCO,1,2025,1.0
RE1,CCOELC001,DEMCCO,1,2026,1.0
RE1,CCOELC001,DEMCCO,1,2027,1.0
RE1,CCOELC001,DEMCCO,1,2028,1.0
RE1,CCOELC001,DEMCCO,1,2029,1.0
RE1,CCOELC001,DEMCCO,1,2030,1.0
RE1,CCOELC001,DEMCCO,1,2031,1.0
RE1,CCOELC001,DEMCCO,1,2032,1.0
RE1,CCOELC001,DEMCCO,1,2033,1.0
RE1,CCOELC001,DEMCCO,1,2034,1.0
RE1,CCOELC001,DEMCCO,1,2035,1.0
RE1,CCOELC001,DEMCCO,1,2036,1.0
RE1,CCOELC001,DEMCCO,1,2037,1.0
RE1,CCOELC001,DEMCCO,1,2038,1.0
RE1,CCOELC001,DEMCCO,1,2039,1.0
RE1,CCOELC001,DEMCCO,1,2040,1.0
RE1,CCOELC001,DEMCCO,1,2041,1.0
RE1,CCOELC001,DEMCCO,1,2042,1.0
RE1,CCOELC001,DEMCCO,1,2043,1.0
RE1,CCOELC001,DEMCCO,1,2044,1.0
RE1,CCOELC001,DEMCCO,1,2045,1.0
RE1,CCOELC001,DEMCCO,1,2046,1.0
RE1,CCOELC001,DEMCCO,1,2047,1.0
RE1,CCOELC001,DEMCCO,1,2048,1.0
RE1,CCOELC001,DEMCCO,1,2049,1.0
RE1,CCOELC001,DEMCCO,1,2050,1.0
RE1,CCOELC001,DEMCCO,2,2019,0.0
RE1,CCOELC001,DEMCCO,2,2020,0.0
RE1,CCOELC001,DEMCCO,2,2021,0.0
RE1,CCOELC001,DEMCCO,2,2022,0.0
RE1,CCOELC001,DEMCCO,2,2023,0.0
RE1,CCOELC001,DEMCCO,2,2024,0.0
RE1,CCOELC001,DEMCCO,2,2025,0.0
RE1,CCOELC001,DEMCCO,2,2026,0.0
RE1,CCOELC001,DEMCCO,2,2027,0.0
RE1,CCOELC001,DEMCCO,2,2028,0.0
RE1,CCOELC001,DEMCCO,2,2029,0.0
RE1,CCOELC001,DEMCCO,2,2030,0.0
RE1,CCOELC001,DEMCCO,2,2031,0.0
RE1,CCOELC001,DEMCCO,2,2032,0.0
RE1,CCOELC001,DEMCCO,2,2033,0.0
RE1,CCOELC001,DEMCCO,2,2034,0.0
RE1,CCOELC001,DEMCCO,2,2035,0.0
RE1,CCOELC001,DEMCCO,2,2036,0.0
RE1,CCOELC001,DEMCCO,2,2037,0.0
RE1,CCOELC001,DEMCCO,2,2038,0.0
RE1,CCOELC001,DEMCCO,2,2039,0.0
RE1,CCOELC001,DEMCCO,2,2040,0.0
RE1,CCOELC001,DEMCCO,2,2041,0.0
RE1,CCOELC001,DEMCCO,2,2042,0.0
RE1,CCOELC001,DEMCCO,2,2043,0.0
RE1,CCOELC001,DEMCCO,2,2044,0.0
RE1,CCOELC001,DEMCCO,2,2045,0.0
RE1,CCOELC001,DEMCCO,2,2046,0.0
